title,ingredients,directions,NER
Homemade Yogurt By Sy,"[""4 cups milk"", ""2 cups half-and-half"", ""3 -4 tablespoons cultured yogurt (I prefer using Erivan Acidophilus Yogurt with live yogurt cultures and unhomogenized whole milk.)""]","[""Place the milk and cream into a pot and bring to almost a boil. Making sure you don't burn the milk on the bottom of the pot (A non-stick pot if possible)."", ""Turn off heat and let cool to 115 degrees."", ""As the milk is heating up and then cooling add 3-4 tablespoons of cultured yogurt in a cup."", ""Let sit at room temperature (about 70 degrees)."", ""When the milk has cooled to the correct temperature, add some to the cup with the yogurt."", ""Next stir well and then add back into the pot of milk, stir."", ""Next take a clean glass jar/ovenproof bowl and pour the milk into it, stir well."", ""Cover the jar/bowl with plastic wrap and then a dish cloth."", ""Take a clip-on desk lamp (shade and with a 75 watt bulb) and point it toward the surface of the jar/bowl (about 6 inches away)."", ""Let the jar/bowl with the milk and yogurt starter incubate under the heat lamp for about 8 to 12 hours. I prefer 12 hours, with the finished yogurt having a nice tangy taste and consistency!"", ""Refrigerate!"", ""NOTE: The longer you let the yogurt stay under the heat lamp, the more tangy the yogurt will taste."", ""The amount of yogurt starter used is another factor in the success of the finished yogurt; too much or too little is no good."", ""Also, the environment in which you place the jar/bowl can effect the finished yogurt as well."", ""For example, if you are placing the jar/bowl of milk in a 80-85 degree kitchen area you can reduce the time it sits under the lamp. Or in some cases no lamp is needed."", ""Further, you can use a conventional oven which has been heated to 200 degrees and then turned off. Then place the jar/bowl with the milk & yogurt starter inside the oven for about 2 to 4 plus hour."", ""(I have also used my microwave convection oven, but not the microwave feature).""]","[""milk""]"
Apple Purée,"[""2 None large apples, peeled, cored, coarsely chopped""]","[""Combine apples with 2 tbsp water in a medium saucepan. Bring to a boil over medium heat then reduce heat to low and simmer for 10 mins, or until tender. Let cool slightly then puree until smooth.""]","[""apples""]"
Blood Orange Granita,"[""2 1/2 cups blood orange juice"", ""3/4 cup sugar""]","[""Heat 1/2 cup of orange juice in a pan. Add the sugar and simmer until the sugar has dissolved. Remove from the heat and add the remaining juice. Pour into a freezer-proof container and allow to cool. Freeze for 12 hrs or until very firm."", ""Turn out the frozen mixture onto a chopping board. Using a sharp knife, chop roughly to break up the granita. Spoon into 4 chilled serving glasses. Serve immediately.""]","[""orange juice"", ""sugar""]"
Apricot And Pistachio Tart,"[""2 cans (15 oz each) apricot halves in natural juice"", ""2 sheets frozen puff pastry, thawed"", ""1/3 cup unsalted shelled pistachios"", ""2 tbsp demerara sugar"", ""2 tbsp apricot jam""]","[""Preheat the oven to 450\u00b0F. Line 2 baking pans with parchment paper."", ""Drain the apricots and discard the juice. Dry the apricots well on paper towels; cut into wedges."", ""Halve each pastry sheet; place on the prepared pans. Gently mark a 1/4-inch border around all the edges, without cutting all the way through (this helps the edges to puff up). Prick all over, except along the border edges, with a fork."", ""Process the nuts until coarsely chopped and reserve half. Process the remaining nuts until fine."", ""Sprinkle the finely ground nuts and half the sugar over the pastry, except the border. Top with the apricots and sprinkle with the remaining sugar and reserved nuts."", ""Bake for about 15 mins or until the pastry is puffed and lightly browned. Combine the jam and 2 tsp hot water in a small bowl; brush the glaze over the apricots and pastry edges. Bake for about 2 mins or until browned. Serve the warm tarts with vanilla ice cream or cream, if desired.""]","[""apricot"", ""pastry"", ""pistachios"", ""sugar"", ""apricot""]"
Blood Orange Cocktail,"[""14 None blood oranges, juiced"", ""7 tbsp Cointreau"", ""2/3 cup Campari""]","[""Mix the ingredients together and pour into glasses filled with ice.""]","[""oranges""]"
Banana Ghosts,"[""3 None bananas, peeled and halved"", ""5.25 oz white chocolate, melted"", ""12 None sugar eyes""]","[""Insert a skewer or straw into each banana half, dip in melted chocolate, decorate with sugar eyes and allow to set on a sheet of parchment paper.""]","[""bananas"", ""white chocolate"", ""sugar""]"
Lime And Ginger Marmalade,"[""6 None limes, thinly sliced, seeds discarded"", ""7 1/2 cups granulated sugar (approximately)"", ""2 tsp finely grated fresh ginger""]","[""Place limes in a large bowl. Add 6 cups water and stir to combine. Let stand overnight."", ""Transfer mixture to a large saucepan and bring to a boil. Reduce heat and simmer, covered, for 1 hour, or until rind is tender."", ""Measure out fruit mixture. For every 1 cup of fruit mixture, measure out 1 cup sugar. Return fruit mixture and sugar to saucepan. Stir, without boiling, over high heat until sugar has dissolved. Bring to a boil. Boil rapidly, without stirring, for 15 mins, or until a teaspoon of mixture wrinkles when placed on a cold saucer and a finger is pushed through it."", ""Remove pan from heat. Add ginger and let stand for 10 mins.""]","[""sugar"", ""ginger""]"
Berry Yogurt Pops,"[""10.5 oz frozen mixed berries"", ""1/4 cup apple juice"", ""1/2 cup plain Greek yogurt"", ""1 tbsp honey""]","[""Place berries in a food processor or blender with juice. Blend until smooth. Pour through a fine sieve into a large bowl. Discard seeds."", ""In a small bowl, stir yogurt and honey together."", ""Layer spoonfuls of berry mixture and honey yogurt alternately into 8 popsicle molds to fill. Using a wooden skewer, swirl together slightly."", ""Place lids in position (or press a popsicle stick into the center of each) and freeze 4 hours or overnight."", ""To remove from molds, run under warm water for a few seconds.""]","[""apple juice"", ""yogurt"", ""honey""]"
Mashed Apples And Prunes,"[""2 None apples, peeled, cored, thinly sliced"", ""2 oz prunes, pitted, thinly sliced""]","[""Combine apples, prunes and 1/4 cup water in a medium saucepan. Bring to a boil then reduce heat and simmer, covered, until apples and prunes are tender. Let cool slightly then blend, process or mash.""]","[""apples"", ""prunes""]"
Tropical Fruit Lassi,"[""1/2 cup yogurt or buttermilk"", ""1/4 cup chopped cantaloupe"", ""1/4 cup chopped pineapple"", ""1/4 cup chopped strawberry"", ""1 large mango, peeled, pitted and coarsely chopped"", ""2 tsp sugar"", ""3 None ice cubes""]","[""Blend or process all ingredients plus 1/4 cup water until smooth.""]","[""yogurt"", ""cantaloupe"", ""pineapple"", ""strawberry"", ""mango"", ""sugar""]"
Mango Purée With Pistachios,"[""2 (15 oz) cans mango, drained"", ""4 tbsp Greek yogurt"", ""2 tbsp pistachios, roughly chopped""]","[""In a food processor, blend mango until smooth. Spoon into 4 tall serving glasses. Chill. Top with spoonfuls of yogurt and sprinkle with pistachios to serve.""]","[""mango"", ""yogurt"", ""pistachios""]"
French Apple Quince Tarts,"[""1 sheet frozen puff pastry, thawed"", ""2 oz quince paste"", ""2 None apples, peeled, quartered, cored, thinly sliced""]","[""Preheat oven to 400\u00b0F. Line a large oven tray with baking paper."", ""Cut 4 (4 inch) rounds from puff pastry. Arrange on tray about 1 inch apart. Heat quince paste with 2 tbsp water in a small saucepan until smooth. Brush pastry with some of the quince mixture. Arrange apples slices on pastry, overlapping slightly. Brush with more quince mixture. Bake for 20 mins, or until puff pastry is crispy and apple is tender."", ""Brush tarts with remaining quince mixture. Serve warm.""]","[""pastry"", ""apples""]"
Caramelized Mango Tarts,"[""1 sheet frozen puff pastry, thawed"", ""1 tbsp honey, plus additional, to drizzle"", ""1 large mango, seeded, peeled and thinly sliced"", ""1/4 cup chopped pistachios""]","[""Preheat the oven to 400\u00b0F. Line a baking pan with parchment paper."", ""Cut pastry into 4 squares using a sharp knife. Score a border 1/2 inch from edge. Be careful not to cut through pastry completely. Place on prepared pan."", ""Bake for 6-8 mins, until puffed and just beginning to brown."", ""Gently press center down using a fork. Brush pastry with honey. Top evenly with mango slices. Sprinkle with pistachios and drizzle with additional honey."", ""Bake for a further 6-8 mins, until mango begins to caramelize. Serve tarts warm or cold with whipped cream or ice cream, if desired""]","[""pastry"", ""honey"", ""mango"", ""pistachios""]"
Quick Homemade Ice Cream ,"[""12 oz Frozen Mango Chunks (or strawberry, raspberry, etc)"", ""2/3 c half and half"", ""1/4 c sugar""]","[""Combine half and half and sugar and stir for 30 sec."", ""Add frozen mango to blender and chop up roughly. Add half and half mixture and blend until smooth."", ""Serve right away, or freeze (and stir every 15 minutes to break up ice crystal) for 2 hours.""]","[""Mango"", ""sugar""]"
Avocado Grapefruit Salad ,"[""2 softball size grapefruit"", ""2 fist size avocados"", ""zest of 1/2 lime"", ""6 oz plain low fat Greek style yogurt""]","[""A. Use a sharp knife to cut peel from grapefruit. Cut grapefruit sections"", ""free. Seed sections and cut in half. Place in bowl."", """", ""B. Cut avocados in half and remove pit. Cut avocado onto bite size pieces."", ""Add to grapefruit."", """", ""C. Zest 1/2 lime."", """", ""D. Mix gently."", """", ""E. Gently stir yogurt into salad and serve immediately. If you chill this"", ""salad before serving, wiat until servimg time to dress or serve Avocado"", ""Grapefruit Salad with a dollup of yogurt on top, or pass yogurt with the"", ""salad.""]","[""avocados"", ""yogurt""]"
Chocolate Banana Bites ,"[""2 bananas, cut in 1-inch slices"", ""3/4 cup milk or dark chocolate chips"", ""peanuts for garnish"", ""peanut butter for drizzling""]","[""Slice bananas into 1-inch chunks and freeze for 60 minutes."", """", ""In a double boiler or microwave, melt chocolate until smooth. Remove bananas from freezer and immediately dip in chocolate, placing on wax paper when finished."", """", ""Drizzle with peanut butter or crushed peanuts. Freeze for 10 minutes or until ready to serve.""]","[""bananas"", ""milk"", ""peanuts"", ""peanut butter""]"
Homemade Yogurt ,"[""1 quart milk"", ""1/4 cup powdered milk"", ""3-4 Tbsp yogurt""]","[""Put milk and powdered milk in saucepan. Heat to 180 degrees. Coll to 130 degrees, add yogurt. Mix well. Put in quart jar, wrap in towel and put in cooler with 2 quarts hot water. Done in 8 hours.""]","[""milk"", ""powdered milk"", ""yogurt""]"
Cereal ,"[""milk"", ""cereal""]","[""add milk to cereal""]","[""milk"", ""cereal""]"
Healthy Green Smoothie ,"[""1/2 piece Banana"", ""2 pieces Kale"", ""1/8 cup Pineapple - Frozen"", ""1/8 cup Mango - Frozen"", ""1 cup Orange Juice - Fresh""]","[""Blend"", ""All quantities are approx. - place kale, fruit and ice in blender - fill with OJ - blend""]","[""Banana"", ""Pineapple"", ""Mango"", ""Orange Juice""]"
Rolo Pretzel Delights ,"[""Mini pretzels"", ""Bag of Rolo Candys"", ""Whole Toasted Pecans""]","[""Preheat oven to 350 degrees"", ""Line cookie sheet with parchment paper"", ""Place one pretzel and place one rolo candy on top of pretzel."", ""Bake 3-5 minutes or until carmel softens, but does not melt. remove from oven and place a whole toasted pecan on top and press gently or add another pretzel."", ""Cool completly""]","[""pretzels"", ""Pecans""]"
Mom'S Fresh Apple Cake ,"[""5 small apples chopped in to cubes 2 cups of sugar 3 cups of flour 2 tsp baking soda 1tsp salt 1 tsp cinnamon 1/2tsp nutmeg 1/2tsp allspice 1 c butter 2 eggs 1 c rasins 1 c nuts""]","[""put apples into bowel cover with sugar and let stand 10 minutes Meanwhile sift together dry ingredients then blend melted butter and eggs into apple mixture add dry ingredients stirring just enough to mix add nuts and rasins bake at 350 for 50 minutes in bundet pan""]","[""apples""]"
Kefir Farmer Cheese ,"[""1 cup organic plain whole-milk kefir""]","[""Line a fine-mesh sieve or colander with three layers of damp cheesecloth and set it over a large bowl. Pour the kefir into the cheesecloth-lined sieve. Allow it to drain for 24 hours in the refrigerator or on a cool countertop; transfer the drained kefir to a small heatproof bowl or pot and place this in a larger pot. Set it on the stove and fill the larger pot with enough water so that it's even with the kefir in the bowl, but not high enough that the water can spill over the sides of the bowl and into the kefir. Bring to a boil over medium-high heat and boil for 5 minutes. Turn the heat off and let cool, while sitting in the water, to room temperature. When cool, line another fine-mesh sieve or colander with three fresh layers of cheesecloth and pour the kefir into the colander, letting the liquid drain off."", ""When the liquid has mostly drained, bring the corners of the cheesecloth together, forming a ball, and give the remaining cheese a good squeeze, holding the corners tightly. (Discard the liquid.) Use kitchen string or butcher's twine to tie the corners of the cheesecloth together and hang the kefir over a sink or bowl overnight (unrefrigerated in a cool kitchen, away from sunlight). In the morning, it will resemble densely packed cottage cheese. Transfer the cheese to a sealed container and store in the refrigerator.""]","[""milk""]"
